"Scenario","Type","k","tau2","bias_type","true_mu","Method","Estimate","SE","CI_Lower","CI_Upper","Covered","k_final"
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",0.939381169572746,1.31332556171946,-1.63468963137322,3.51345197051871,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",-0.0631201810769004,1.46192387317117,-2.9284383206317,2.8021979584779,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",-0.0631201810769004,0.510664772921107,-1.2183241549291,1.0920837927753,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",-0.0594722662779203,1.46956382754133,-2.93976444124176,2.82081990868592,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",-0.533076529435186,1.45150713036782,-3.3779782282592,2.31182516938883,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",-0.533076529435186,1.23179904124774,-3.31959955372172,2.25344649485135,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",-0.764065861182003,1.48761177186885,-3.67973135702276,2.15159963465875,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",0.443020651080969,1.3699581921575,-2.24204806587333,3.12808936803527,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",0.443020651080969,1.15831002755497,-2.17725867449349,3.06329997665543,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",0.476025978543452,1.41153728497379,-2.29053626284062,3.24258821992752,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",0.028574912293734,1.7810187139574,-3.46215762285462,3.51930744744209,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",0.028574912293734,1.81301152571085,-4.07274209682876,4.12989192141622,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",0.0498301111008855,1.70842006089564,-3.29861167872029,3.39827190092206,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",0.820451893482948,1.57845617688711,-2.27326536439057,3.91416915135647,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",0.820451893482948,1.50304216098881,-2.57966569698557,4.22056948395147,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",0.929325936736938,1.56497390361515,-2.1379665510938,3.99661842456768,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",-0.19393554756334,2.75956975769086,-5.60259288546335,5.21472179033667,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",-0.19393554756334,2.68999454761732,-6.27912598134397,5.89125488621729,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",-0.359173428720559,2.38326480358351,-5.03028660936616,4.31193975192505,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",-0.0938416113220887,1.3881444962991,-2.81455482940581,2.62687160676164,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",-0.0938416113220887,1.22867784979787,-2.87330401001385,2.68562078736967,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",-0.0312855884416956,1.40598949224071,-2.78697435587523,2.72440317899184,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",0.0780046062557212,1.87851785510463,-3.60382273406478,3.75983194657622,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",0.0780046062557212,1.81343159706344,-4.02426267028592,4.18027188279736,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",0.0525480071702919,1.58553045735885,-3.05503458564438,3.16013059998496,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",-0.0587683715108599,1.4411022341111,-2.88327684840883,2.76574010538711,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",-0.0587683715108599,1.0996900941511,-2.546440194853,2.42890345183128,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",-0.0572528216206263,1.44712521507421,-2.89356612428586,2.77906048104461,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",3.20934115475274,1.40322385788856,0.459072931043817,5.95960937846167,FALSE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",3.20934115475274,1.27594402827423,0.322955231862608,6.09572707764288,FALSE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",3.31082918910037,1.41391179709378,0.539612989480268,6.08204538872048,FALSE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"REML",-0.0362533128068294,1.62530374292417,-3.22179011287634,3.14928348726268,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"HKSJ",-0.0362533128068294,1.39177974837518,-3.18467783963122,3.11217121401756,TRUE,10
"Null_k10_tau0.05","null",10,0.05,"none",0,"TGEP",0.0555470398285052,1.63842415008735,-3.15570528574334,3.26679936540035,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.546888811786443,1.39912504788654,-2.19534589193906,3.28912351551194,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.546888811786443,1.27723049457267,-2.34240730005541,3.4361849236283,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.571258513446936,1.42700106721087,-2.22561218418659,3.36812921108046,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.00914646943812214,1.53560549093553,-3.01887792613371,3.00058498725747,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.00914646943812214,1.42341339102983,-3.22913126757914,3.2108383287029,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.057521932112091,1.54975772009875,-2.97994738404436,3.09499124826854,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-2.46962760339509,1.57386283894125,-5.55434208432591,0.615086877535729,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-2.46962760339509,1.50966427545562,-5.88472545753759,0.945470250747411,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-2.63110034112769,1.52244467399907,-5.6150370706207,0.352836388365318,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.54309445882664,1.39556734715825,-4.27835619725692,1.19216727960364,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.54309445882664,1.22523707308109,-4.31477327982292,1.22858436216965,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.01858521698759,1.42856918121939,-3.81852936160147,1.78135892762629,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.493083562153055,1.69396506573725,-2.82702695776098,3.81319408206709,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.493083562153055,1.67347314789418,-3.29257570610622,4.27874283041233,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.430982160112026,1.61291464055673,-2.73027244551653,3.59223676574058,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",1.84877617720331,2.0111348228094,-2.09297564355746,5.79052799796408,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",1.84877617720331,2.0345590919376,-2.75371624575953,6.45126860016615,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",1.55768405325964,1.92732646262606,-2.21980639993843,5.3351745064577,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.835394203703114,1.63332159665381,-2.36585730090981,4.03664570831604,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.835394203703114,1.57553571966161,-2.72871520977383,4.39950361718005,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.97098317478541,1.59267379235356,-2.15060009734839,4.09256644691921,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.30306462164759,1.28947663968098,-3.83039239432804,1.22426315103287,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.30306462164759,0.892635503797829,-3.32234642033183,0.716217177036657,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.44319084873487,1.32147350816218,-4.03323133125653,1.14684963378679,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",2.60014777218437,1.32598733130349,0.00126035887313902,5.1990351854956,FALSE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",2.60014777218437,1.16880549759801,-0.0438739561248855,5.24416950049362,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",2.45565535296542,1.33973114537679,-0.170169440939682,5.08148014687052,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.38894100503473,1.43930759850573,-2.43205005071133,3.20993206078079,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.38894100503473,1.34387884109118,-2.65112414127264,3.4290061513421,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.697681687769379,1.46129684882568,-2.16640750665083,3.56177088218958,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.366495269126498,1.45330299337639,-2.48192625651548,3.21491679476848,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.366495269126498,0.969680221694602,-1.8270737900037,2.56006432825669,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.494606738047901,1.49432191747413,-2.43421040151024,3.42342387760604,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",2.97542051342359,1.47658282585299,0.0813713545613588,5.86946967228582,FALSE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",2.97542051342359,1.48768722613901,-0.389961801190165,6.34080282803734,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",2.71878897558166,1.5056529317112,-0.232236543789448,5.66981449495276,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-2.23340927070312,1.51159878003559,-5.19608843864756,0.729269897241312,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-2.23340927070312,1.42839139753017,-5.46465510190533,0.997836560499084,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-2.24464344145325,1.51345302387222,-5.21095686053603,0.721669977629534,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.02613827579844,1.6527592446413,-4.26548687041101,2.21321031881413,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.02613827579844,1.657972892961,-4.77673353133543,2.72445697973856,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.49416829337351,1.55896479727675,-4.54968314920174,1.56134656245471,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.630507899283519,1.48622072445155,-3.54344699228558,2.28243119371854,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.630507899283519,1.60133663981229,-4.2529830490861,2.99196725051906,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-0.594262419912887,1.47467024325797,-3.48456298577142,2.29603814594565,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.0279724223731327,1.22513819243073,-2.42919915562187,2.37325431087561,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.0279724223731327,0.956041049512558,-2.19068753045708,2.13474268571081,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-0.136863130349653,1.2559734242814,-2.59852580748065,2.32479954678134,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-2.08714035669055,1.35857863825189,-4.74990555782973,0.575624844448619,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-2.08714035669055,1.15502920549208,-4.69999794713558,0.525717233754468,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.65473949998179,1.38887436732939,-4.37688323899824,1.06740423903466,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.996742091610671,1.8009887476269,-2.53313099029995,4.52661517352129,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.996742091610671,1.7559410933338,-2.97547263012609,4.96895681334743,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",1.13384199676788,1.66297593571923,-2.1255309443986,4.39321493793436,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.0275742924061483,2.09292808847221,-4.07448938323165,4.12963796804395,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.0275742924061483,2.17464496509369,-4.8918143919236,4.9469629767359,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.0722443416205069,2.00867051929127,-3.86467753299776,4.00916621623877,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-2.02800232251127,1.39037218664184,-4.75308173343548,0.697077088412938,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-2.02800232251127,1.29877476401216,-4.96603495778293,0.910030312760391,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-2.02483274824381,1.41299781413809,-4.79425757418828,0.744592077700669,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.45424545467994,1.48634775355854,-4.36743352015669,1.45894261079681,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.45424545467994,1.25824750162941,-4.30059905306386,1.39210814370398,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.59317154522242,1.50946089795487,-4.55166054128545,1.36531745084061,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",2.91264682241501,1.3298327467133,0.306222533394968,5.51907111143504,FALSE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",2.91264682241501,0.831324624757352,1.03205986790963,4.79323377692038,FALSE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",2.70604693331907,1.42478662316767,-0.0864835337440124,5.49857740038215,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.868320951066815,1.29674812605722,-3.40990057515878,1.67325867302515,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.868320951066815,1.17867974312267,-3.53467977461691,1.79803787248328,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-0.91851327297039,1.29806764174267,-3.46267910028287,1.62565255434209,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.34813586039536,1.43677788979049,-4.16416877816817,1.46789705737745,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.34813586039536,1.40128503762703,-4.51806284538529,1.82179112459457,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.37715515961946,1.44217865789625,-4.20377338836842,1.4494630691295,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",1.99234573965107,1.88315988387794,-1.69857980988032,5.68327128918247,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",1.99234573965107,1.82854286100882,-2.14410559086355,6.1287970701657,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",2.14185650113112,1.72914749568781,-1.24721031437461,5.53092331663685,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.553503718343,1.44535580792316,-3.38634904671819,2.27934161003219,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.553503718343,1.37160351559358,-3.65628643566223,2.54927899897623,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-0.593219502704842,1.45843339561916,-3.45169643196885,2.26525742655917,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.839657036162413,1.61764974056092,-2.33087819493754,4.01019226726237,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.839657036162413,1.77394588356988,-3.17328735077158,4.85260142309641,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.420902729191135,1.57612612392302,-2.6682477087907,3.51005316717297,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.685247116851465,1.65629360756469,-2.56102870179924,3.93152293550217,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.685247116851465,1.49266665747837,-2.69139945403329,4.06189368773622,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.755449921258322,1.65988968363931,-2.49787407698431,4.00877391950096,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",1.99346723217752,1.59078195561947,-1.12440810809284,5.11134257244787,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",1.99346723217752,1.57703668074594,-1.57403759116743,5.56097205552246,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",1.59573388966272,1.51372066515665,-1.37110409669834,4.56257187602377,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-2.17664697786852,1.68434757945563,-5.47790757104878,1.12461361531174,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-2.17664697786852,1.32776778134144,-5.18026637496273,0.826972419225692,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-2.2173650163663,1.70423885842138,-5.55761179992585,1.12288176719325,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.664033598041468,1.4629253466672,-2.20324739349703,3.53131458957996,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.664033598041468,1.03841905112649,-1.68503349645043,3.01310069253337,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.545952862676097,1.49142943115877,-2.37719510787815,3.46910083323034,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.253947713842508,1.45961970026152,-3.11474975748024,2.60685432979523,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.253947713842508,1.15274939627443,-2.86164801753603,2.35375258985101,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-0.130484292549269,1.4769407257812,-3.02523492238087,2.76426633728233,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.34867110185136,1.4003405239768,-4.09328809493784,1.39594589123513,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.34867110185136,0.824474109831085,-3.21376111494742,0.516418911244707,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.38101761275028,1.40934714865732,-4.14328726583284,1.38125204033228,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.365293723146548,1.56968306023212,-3.44181598834411,2.71122854205101,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.365293723146548,1.57258931355587,-3.92273790294687,3.19215045665378,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-0.362076374608577,1.56420257957807,-3.42785709510624,2.70370434588909,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.62149647120116,1.42824071432815,-3.4207968325381,2.17780389013578,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.62149647120116,1.08228366371756,-3.06979221325931,1.82679927085699,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-0.615735227466124,1.44859846670827,-3.45493605027428,2.22346559534203,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",3.47460945304897,1.44158126678372,0.649162089365257,6.30005681673268,FALSE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",3.47460945304897,1.25857056859333,0.627525026418563,6.32169387967938,FALSE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",3.24354848775201,1.50184189070427,0.299992471498101,6.18710450400593,FALSE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.32176193745226,1.90407342227255,-5.05367726902639,2.41015339412187,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.32176193745226,1.7712179798164,-5.3285353773709,2.68501150246639,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.26022772983179,1.84833777943442,-4.88290320878799,2.3624477491244,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.11806857155907,1.66423747569997,-4.37991408565287,2.14377694253473,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.11806857155907,1.85261574811877,-5.3089765560787,3.07283941296055,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.28923887300815,1.58983355635533,-4.40525538487783,1.82677763886154,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",1.35900475817412,1.31201566860149,-1.21249869943704,3.93050821578528,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",1.35900475817412,1.14371893691923,-1.22826722720567,3.94627674355392,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",1.19827564760518,1.34206533628772,-1.43212407641839,3.82867537162876,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.211532235854096,1.46627448571952,-2.66231294760615,3.08537741931434,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.211532235854096,1.44341863334863,-3.05370756449191,3.4767720362001,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.336110939761846,1.48063715289245,-2.56588455407928,3.23810643360297,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",1.52997798697516,1.75528729731069,-1.91032189827444,4.97027787222476,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",1.52997798697516,1.6821250254215,-2.27525318800421,5.33520916195452,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.955197365939567,1.70360046709836,-2.38379819361884,4.29419292549797,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.220655623390485,1.37628995712308,-2.47682312485493,2.91813437163589,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.220655623390485,1.09678014455009,-2.26043343661835,2.70174468339932,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.169584131390301,1.38517267373773,-2.54530442150469,2.8844726842853,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-2.10710589919904,1.43936778041061,-4.92821490931119,0.714003110913118,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-2.10710589919904,1.72433438022461,-6.00782126848335,1.79360947008527,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.58759947852948,1.45633670283747,-4.44196696545473,1.26676800839578,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",1.53171480188394,1.3423573482524,-1.09925725507344,4.16268685884133,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",1.53171480188394,1.66431777024183,-2.23323356324095,5.29666316700884,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",1.50387997981196,1.36372451366338,-1.16897095180266,4.17673091142659,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.487494254579254,1.35199828456815,-2.16237369033425,3.13736219949275,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.487494254579254,1.13737975159229,-2.08543749730689,3.0604260064654,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.511519637761708,1.37077871665809,-2.17515727766218,3.19819655318559,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.99239824303297,1.32485281436952,-4.58906204401376,0.604265557947824,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.99239824303297,0.91464805958354,-4.06147590245935,0.076679416393415,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.96693088491494,1.32639453628011,-4.56661640531466,0.632754635484772,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.362517891818953,2.23059808319477,-4.00937401522687,4.73440979886478,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.362517891818953,2.27475734020832,-4.78334071896108,5.50837650259899,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.933504223945591,2.09796590807822,-3.17843339668058,5.04544184457176,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.265664131563032,1.42827254844527,-2.53369862349694,3.065026886623,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.265664131563032,1.40468454785946,-2.91195307984919,3.44328134297526,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.258327146818914,1.43286271637166,-2.55003217205978,3.06668646569761,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.500312521208386,1.62412648232129,-2.68291689047908,3.68354193289585,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.500312521208386,1.02467763125573,-1.81766932189585,2.81829436431263,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.471801021859485,1.6331672415957,-2.72914795239871,3.67274999611768,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-1.09735518717414,1.27537557103745,-3.59704537316975,1.40233499882147,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-1.09735518717414,0.757404765925988,-2.81072380355111,0.616013429202831,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-1.07977367366931,1.27781430240396,-3.58424368531124,1.42469633797263,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",0.672007932043399,1.78404638247044,-2.82465872434762,4.16867458843442,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",0.672007932043399,1.83569796747473,-3.48062937381367,4.82464523790047,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",0.7000007961859,1.72057375768853,-2.67226180162836,4.07226339400016,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",-0.422963355740467,1.3089797927552,-2.98851660603137,2.14258989455043,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",-0.422963355740467,0.970148417747068,-2.61759154792434,1.77166483644341,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",-0.44364242152462,1.31509602884412,-3.02118327427074,2.1338984312215,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"REML",1.56543498220269,1.4234085077941,-1.22439442836164,4.35526439276703,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"HKSJ",1.56543498220269,1.01998575957785,-0.741933109778517,3.8728030741839,TRUE,10
"Null_k10_tau0.20","null",10,0.2,"none",0,"TGEP",1.50147914142866,1.43995883609813,-1.3207883165439,4.32374659940121,TRUE,10
